category,business name,description,detail,url
lodging and destinations,THE GREENBANK PROGRESSIVE CLUB,event spaces,,https://www.greenbankprogressiveclub.org
lodging and destinations,"WHIDBEY ISLAND BED AND BREAKFAST, LLC",lodging,bed and breakfast,https://www.whidbeybandb.com
lodging and destinations,"THE INN AT LANGLEY, INC.",lodging,Inns,https://innatlangley.com
lodging and destinations,BOATYARD INN LLC,lodging,vacation rentals,https://www.boatyardinn.com
lodging and destinations,COMFORT FARM AND VINEYARD LLC,lodging,winery,https://www.comfortsofwhidbey.com
lodging and destinations,"THE QUINTESSA, LLC",lodging,,https://www.thequintessa.com
lodging and destinations,"SARATOGA INN, LLC",,bed and breakfast,https://www.saratogainnlangley.com
retail & services,CLASSIC SHINE AUTO DETAILING LLC,automotive,auto detailing,https://www.classicshineautodetail.com
retail & services,SIMMONS GARAGE INC.,automotive,auto repair,https://www.theshopatsimmonsgarage.com
retail & services,"FAMILY RENT-A-CAR, LLC",automotive,car rental,https://www.whidbeyislandrentalcars.com
retail & services,"CONTEMPORARY CLASSICS OF WASHINGTON, INC.",automotive,classic cars,http://www.contemporaryclassicsofwa.com
retail & services,"COOPER AUTO SALES, LLC",automotive,"for sale, rent",https://www.cooperauto.com
retail & services,"CRAVEN INSURANCE, INC.",automotive,insurance,https://www.craveninsurance.com
retail & services,"WHIDBEY CYCLE WRX, LLC",automotive,motorcycle repair,https://whidbeycyclewrx.com
retail & services,SIMMONS TOWING INC,automotive,towing,https://www.simmonstowinginc.com
retail & services,SOUND SUPPORT & SOLUTIONS LLC,computer help mac & iphone,computer help mac & iphone,https://soundsupport.biz
retail & services,WHIDBEY TELEPHONE COMPANY,phone service,phone service,https://www.whidbeytel.com
retail & services,TINYBLUE FOUNDATION,private observatory,private observatory,http://www.tinyblue.com
retail & services,"SOUTH WHIDBEY REAL ESTATE SERVICES, LLC",real estate,broker,https://southwhidbeyrealestate.com
retail & services,RIGHT START INSPECTION SERVICES LLC,real estate,home inspections,https://rightstartis.com
retail & services,ABOTT PROPERTY LLC,real estate,realtor,https://whidbeyislandsouthoffice.johnlscott.com/home
retail & services,CASA GROUP CORPORATION,real estate,realtor,https://whidbeyislandsouthoffice.johnlscott.com/home
retail & services,CHERYL KEEFE REAL ESTATE INC,real estate,realtor,https://cherylk.johnlscott.com/home
retail & services,CLM MOSOLINO LLC,real estate,realtor,https://mosolino.mywindermere.com
retail & services,"DALTON REALTY, INC.",real estate,realtor,https://daltonrealtyinc.com
retail & services,"DANA MACINNIS REAL ESTATE SERVICES, INC.",real estate,realtor,https://danam.johnlscott.com/home
retail & services,DANA ON WHIDBEY L.L.C.,real estate,realtor,https://danaonwhidbey.com
retail & services,HART REAL ESTATE SERVICES LLC,real estate,realtor,https://jessicahartrealtor.com
retail & services,JS ISLAND REAL ESTATE LLC,real estate,realtor,https://www.windermere.com/directory/agents/jim-tomisser
retail & services,LIPETZ CO. INC.,real estate,realtor,https://www.compass.com/agents/jan-lipetz/
retail & services,SUZANNE LEISHER REALTY INC.,real estate,realtor,https://suzanne-leisher.kw.com
retail & services,TIM CRISWELL LLC,real estate,realtor,https://sellingwhidbey.com
retail & services,YOUTHBIO THERAPEUTICS INC.,research gene therapy,research gene therapy,https://youthbiotx.com
retail & services,MUSIC FOR THE EYES LTD,retail,antique and oriental rugs,https://www.musicfortheeyes.com
retail & services,UPSY DAISY LLC,retail,antique mall,https://shop.redroosterantiquemall.com
retail & services,"SUGARPILL, INC.",retail,apothecary,https://sugarpillseattle.com
retail & services,ISLAND AUCTION LLC,retail,auctions,https://www.islandauctionllc.com
retail & services,LOCAL BUILDING SOURCE LLC,retail,building supplies - cabinetry,https://www.buildingsourceinc.com
retail & services,ELM DESIGN LLC,retail,candles,https://elmdesigncandles.com
retail & services,ISLAND HERB MERCH LLC,retail,cannabis,https://whidbeyislandherb.com
retail & services,WHIDBEY ISLAND CANNABIS COMPANY CULTURE LLC2,retail,cannabis,http://www.whidbeyislandcannabisco.com
retail & services,EDIT. LLC,retail,clothing,https://www.editwhidbey.com
retail & services,"FAIR TRADE OUTFITTERS, LLC",retail,clothing,https://www.facebook.com/FairTradeOutfitters/
retail & services,"SOUND BUSINESS CENTER, INC.",retail,copy center office supply,https://www.sbccopycenter.com
retail & services,"CASEY'S CRAFTS, L.L.C.",retail,crafts,https://caseyscrafts.net
retail & services,CRIBBAGEBOARD.COM LLC,retail,cribbage boards,http://www.cribbageboard.com
retail & services,GREENBANK PANTRY LLC,retail,deli,https://www.greenbankstore.com/pantry
retail & services,WEBBS DEPARTMENT STORE LLC,retail,department store,https://whidbeycamanoislands.com/activities/webbs-department-store/
retail & services,BRAZEN DOBERMANS LLC,retail,dog breeder,https://brazendobermans.com
retail & services,"WHIDBEYTRONICS, INC.",retail,electronics,https://www.facebook.com/profile.php?id=100065628186609
retail & services,BAYVIEW FARMER'S MARKET ASSOCIATION (LLC),retail,farm,https://www.bayviewfarmersmarket.com
retail & services,"WALDEN LANE GOURMET, LLC",retail,fine Italian cooking ingredients,https://www.waldenlanegourmet.com
retail & services,"FLYING BEAR, LLC",retail,florist,https://www.flyingbearfarm.com
retail & services,IMBERYS FLOWERS BY THE BAY LLC,retail,flowers and delivery,https://www.flowersbythebay.biz/#
retail & services,"BAYVIEW F & G, LLC",retail,gardening,https://www.bayviewgarden.com
retail & services,"CAMANO PLAZA GAS & LUBE, L.L.C.",retail,gas,https://www.exxon.com/en/find-station/mobil-clinton-wa-naomis-200321356?utm_source=google&utm_medium=organic&utm_campaign=gmb
retail & services,"BLUE PEONY, LLC",retail,gifts,https://thebluepeony.com
retail & services,FIREHOUSE STUDIO LLC,retail,glassworks,https://callahansfirehouse.com
retail & services,"THE STAR STORE, INC.",retail,groceries,https://whidbeycamanoislands.com/activities/star-store/
retail & services,EARTH 2 ART LLC,retail,handcrafted stone art,https://www.earth2artstudio.com
retail & services,"LITTLE BEAN'S TOY CHEST, LLC",retail,handmade children's gifts,https://www.littlebeanstoychest.com
retail & services,"ALLA-MANO CREATIONS, LLC",retail,handmade jewelry,https://foamywader.com
retail & services,"WIZARD WOODWORKS, LLC",retail,handmade wooden toys,https://stores.wizardwoodworks.com
retail & services,"HANSON'S BUILDING SUPPLY, INC.",retail,hardware and lumber,https://www.hansonsbuildingsupply.com
retail & services,LIGHT HIKING GEAR LLC,retail,hiking supplies,https://lighthikinggear.com
retail & services,SEAGLASS COVE LLC,retail,home decor art and gifts,https://www.seaglasslangley.com
retail & services,"ARTISANCRAFTED.COM, INC.",retail,housewares artisan crafted,http://artisancrafted.com
retail & services,TURNCO WOOD PRODUCTS INC.,retail,housewares fine wood goods,https://www.turncowoodgoods.com
retail & services,STILLFIRE POTTERY LLC,retail,housewares hand crafted porcelain bowls,https://stillfirepottery.com
retail & services,RIPPLING WILDFLOWER LLC,retail,jewelry handmade,https://ripplingwildflower.com
retail & services,"WHIDBEY MILLHOUSE, LLC2",retail,lumber,https://www.whidbeymillhouse.com
retail & services,BLUE SOUND MUSIC L.L.C.,retail,musical instruments,https://www.bluesoundmusic.com
retail & services,VENTURE OUT CORP.,retail,nursery,https://www.ventureoutnursery.com/
retail & services,"COOK ON CLAY, LLC",retail,online clay cookware,https://www.cookonclay.com
retail & services,"THE HEALTHY PET, INC.",retail,pet store,https://frommfamily.com/r/5523
retail & services,CRITTERS PET RESCUE FOUNDATION,retail,pet supplies,https://www.whidbeycritters.com/
retail & services,GOLDEN GINKGO STUDIO LLC,retail,porcelain serving bowls,https://wildlybelovedfoods.com/collections/golden-ginkgo-studio-by-jane-fung
retail & services,"BUILDING SOURCE, INC.",retail,residential design,https://www.buildingsourceinc.com
retail & services,MADRONA SUPPLY CO LLC,retail,screen printed home goods and apparel,https://www.madronasupplyco.com
retail & services,"A PLACE TO PUT IT, LLC",retail,self storage,http://aplace2putit.com
retail & services,"ALL ISLAND STORAGE - FREELAND, LLC",retail,self storage,https://allislandstorage.com/storage-locations/freeland-storage-units/
retail & services,DDP PROPERTIES LLC,retail,self storage,https://www.southwhidbeyselfstorage.com
retail & services,WATERMAN ENTERPRISES INC.,retail,self storage,http://watermanselfstorageinfo.com
retail & services,"WHIDBEY'S TOPSOIL, INC.",retail,"soil, bark, gravel, firewood",https://whidbeystopsoil.com/index.html
retail & services,GRAYHORSE MERCANTILE CORPORATION,retail,"specialty foods, home goods",https://www.grayhorsemercantile.com
retail & services,BIRCH LABEL LLC,retail,sticker manu,https://birch-label.business.site
retail & services,WINDY INDIGO FARM AND FIBER LLC2,retail,"wool, small batch",https://windyindigo.com
retail & services,"WHIDBEY ISLAND ALPACAS, LLC",retail,yarn,https://www.pronkinpastures.com
retail & services,SENIOR SERVICES OF ISLAND COUNTY PUBLIC BENEFIT,senior services,senior services,https://senior-resources.org
retail & services,"ON YOUR BEHALF, LLC",senior services elder care,senior services elder care,http://www.on-your-behalf.com
retail & services,ENSO HOUSE,senior services end of life care,senior services end of life care,https://ensohouse.org
retail & services,ENSO HOUSE,senior services end of life care,senior services end of life care,https://ensohouse.org
retail & services,SOUTH WHIDBEY AT HOME,senior services helping at home,senior services helping at home,https://swathome.clubexpress.com
retail & services,UNKNOWN,tourism,tourism,https://experiencewhidbey.com
retail & services,"QUICKSILVER PROPERTIES, LLC",travel airport,travel airport,https://whidbeyairpark.com/visit.html
retail & services,"WRIGHT TRAVEL, INC.",travel travel agent,travel travel agent,https://www.wrighttravel.com
retail & services,CASCADIA MEADOWS LLC,wedding venue,wedding venue,https://www.cascadiameadows.com
retail & services,"DDML CUISINE, LLC",wedding venue,wedding venue,https://fireseedcatering.com
health & wellness,THE ROCK HAIR STUDIO,"beauty, personalized sustainable haircare in a quiet environment amongst the trees","For folks who need a low toxic, low energy, chill salon space.",https://therockhairstudio.wixsite.com/therockhairstudio
